example_id,customer_message,predicted_intent,retrieved_grounding_examples,drafted_reply,historical_spotify_reply,my_acceptable_reply_note,my_disagree_with_reply_note
E158,"@SpotifyCares cannot log into my Spotify account, I’m not even receiving email to reset password so I’m assuming I’ve been hacked",Account Access & Security,"[{""rank"": 1, ""similarity"": 0.862, ""customer_message"": ""So annoyed at @SpotifyCares. I pay for Spotify premium but it says it's 'unable' to log me in with an email and password I know is correct 😡"", ""spotify_reply"": ""@201245 Hey Charlie! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.861, ""customer_message"": ""@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same."", ""spotify_reply"": ""@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT""}, {""rank"": 3, ""similarity"": 0.836, ""customer_message"": ""@SpotifyCares I have been unable to login and not receiving email for password reset. PLEASE HELP. Other issues w playback, as well. TY"", ""spotify_reply"": ""@436954 Hi! We've replied to your DM. We'll carry on helping you there 🙂 /BX""}]",Hey! We're sorry to hear this. Please DM us your account email or username so we can take a look backstage and help you secure your account. /SC https://t.co/ldFdZRiNAt /SC,"@215681 Hey Darryl, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE","The customer cannot reset the password and suspects hacking, so secure account recovery is required.",nan
E159,@SpotifyCares hi there i wanted to take up the new 3month deal for $14.99 but it won't let me even though i haven't had premium for months,Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.756, ""customer_message"": ""@117153 hi, i already paid for 3 months, and i only have one account of spotify. But, why my premium account doesn’t work?, thank you"", ""spotify_reply"": ""@552159 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.742, ""customer_message"": ""@SpotifyCares Hi for some strange reason i was charged 14.99 for premium and headspace this month, i havent changed anything and all previous months it has been 4.99 as i am a student. I have changed it back to student now but dont know why it had changed?"", ""spotify_reply"": ""@679173 Hi Owen! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look under the hood /DN https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.731, ""customer_message"": ""@SpotifyCares hi i tried paying for Spotify premium on the 99p offer but some how its disappeared when i went to subscribe"", ""spotify_reply"": ""@252760 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt""}]",Hi there! That doesn't sound right. Please DM us your account email or username so we can take a look under the hood and see what's going on with your subscription. /SC https://t.co/ldFdZRiNAt /SC,"@160407 Hi there! Can you DM us your account's email address or username, along with a screenshot of what you're seeing? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt","The customer cannot take a promotional Premium offer despite being eligible, so account eligibility should be checked.",nan
E160,"Hi @115888, just letting you know the tracklisting on the Damien Dempsey 'best of' album is incorrect. 😉

@SpotifyCares https://t.co/8Hd3UrnrOW. Yeh the names just don't match up. One example is the song 'Teachers' is actually called 'Serious'.

@SpotifyCares That being said not all names are incorrect...",Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.607, ""customer_message"": ""My artist name is not showing up correctly on Spotify, how can we fix that? @SpotifyCares"", ""spotify_reply"": ""@614812 Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: https://t.co/wljA2WvAjK /SU""}, {""rank"": 2, ""similarity"": 0.601, ""customer_message"": ""@115888 Hi all, thought you'd like to correct your bio on @95529 from \""White\"" to 'Wise'\n\n@SpotifyCares It's nothing to do with the platform of which I'm using, you've not put the correct surname for the artist that I've tagged."", ""spotify_reply"": ""@340612 Hey there! What's happening exactly? Could you let us know the device/OS you're using? We'll see what we can suggest /DF\n\n@340612 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /""}, {""rank"": 3, ""similarity"": 0.471, ""customer_message"": "". @115888 you got me confused. For a split second I wondered why @30368 and @22339 's song was titled Camila Cabello - Havana https://t.co/TYWqjesr45\n\n@SpotifyCares Restarted phone and connections. Still the same. I dont mind tho, just found it funny. https://t.co/UEeFm3cjGF\n\n@SpotifyCares  https://t.co/ERLxIw0uMA\n\n@SpotifyCares 5.1 and I think this is the 2nd time it happened or was aware of\n\n@SpotifyCares Thank you"", ""spotify_reply"": ""@205702 Hi there! Does restarting your device and your connection help? Which Spotify version are you using? /NQ\n\n@205702 Which Android version does your device currently have? Also, is this happening often? /NQ\n\n@205702 Hmm. It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /NQ\n\n@205702 You're welcome! In case you have other concerns, don't hesitate to get back in touch. We're always... https://t.co/zOXI69QSqg /TM""}]",Thanks for the heads-up! We'd like to get this looked into. Could you send us a link to the album and a screenshot of the incorrect tracklisting? We'll pass this along to our content team to investigate. /SC,"@298149 Hey there! What's happening exactly? Can you send us the album's URI or link? We'll take a look backstage /PB

@298149 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PB",Acknowledge the incorrect tracklisting and confirm that the metadata problem has been reported.,nan
E161,"When y'all gonna lift this stupid 3,333 songs download limit? @115888",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.537, ""customer_message"": ""@115888 why can't I block explicit songs??"", ""spotify_reply"": ""@563001 Hi! It's not possible right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /PB""}, {""rank"": 2, ""similarity"": 0.456, ""customer_message"": ""@115888 Please bring Spotify to #BlackBerry10"", ""spotify_reply"": ""@254216 Hey there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ""}, {""rank"": 3, ""similarity"": 0.454, ""customer_message"": ""@115888 @9743 can you show all of the lyrics with every song?"", ""spotify_reply"": ""@582367 Hey! This isn't currently possible, but we appreciate the feedback. We'll let the right team know it's something you'd like to see /AR""}]","We hear you! We're always looking to improve, and we'll be sure to pass your feedback about the download limit along to the right folks. Thanks for reaching out! /SC",@397729 Hey Leroy! We can see how that’d be useful! You can vote for the official idea here: https://t.co/Z9OErWpTNz. Stay awesome /ND,Acknowledge the download-limit request and provide the official voting/feedback option.,nan
E162,"@115888 can you please add a ""mix-button""? So you can mix the songs on you're playlist?

@SpotifyCares I want A ""mix-button"" so the songs mix in your playlist. It's very tuff to change all the song by your shelf. It takes a long time.

@SpotifyCares I mean so places of the songs changes. Do you understand?

@SpotifyCares I mean that all the songs mixes when you press the ""mix-Burton"". It takes A long time to move them around by you Shelf.

@SpotifyCares Button*

@SpotifyCares I want A Button you press and then all the songs on your playlist change places randomly.",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.539, ""customer_message"": ""Why don’t Spotify do a ‘recently added’ like iTunes? Why’s Spotify shuffle so poor? Cmon guys @SpotifyCares"", ""spotify_reply"": ""@472404 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MQ""}, {""rank"": 2, ""similarity"": 0.526, ""customer_message"": ""Hey, @SpotifyCares love that you added the ability to like or dislike songs in Discover Playlists. Looking forward to seeing how this improves my list in the future.\n\n@SpotifyCares No, I was saying that I noticed that it's now a feature when I play my Discover list and just wanted to let you know I appreciate it!"", ""spotify_reply"": ""@813005 Hey, we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P /JM\n\n@813005 Oops, apologies for the oversight. We're glad that you liked it! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 💚 /JM""}, {""rank"": 3, ""similarity"": 0.518, ""customer_message"": ""this is cool! :o https://t.co/kaADuDNdzv\n\ncan't seem to find a way of using my Google Home to control my PC's playback though.\n\n@SpotifyCares, is that a thing you can do?\n\n@SpotifyCares No problem, thank you! Would be a nice feature to have, especially if you're tidying your room (like I am now...) :P\n\n@SpotifyCares Spotify, I love you. :P"", ""spotify_reply"": ""@555484 Hey! We're afraid this isn't possible right now, but we'll be sure to pass on your feedback /JP\n\n@555484 No worries at all! Have a... https://t.co/FQulrDtFky /JP""}]",Thanks for the suggestion! We can see how a shuffle button for your playlists would be handy. We'd recommend sharing this idea on our Community site so other fans can support it too: https://community.spotify.com /SC,"@141280 Hey Vincent, help has arrived! Can you tell us exactly what you'd like to do? We'll see what we can suggest /RK

@141280 Got it! If you're on Premium, you can play your awesome tunes randomly by turning on the shuffle button. Check out this link on how to find it, and more ways to play your awesome tunes: https://t.co/Um7DQ7RV6o. Hope this helps /LS

@141280 Sorry for the confusion!  If you want to sort the songs in your playlist, you can find the steps here: https://t.co/5hjtm5AdqM. Is this what you were looking for? /LS

@141280 Hmm. To make sure we're on the same page, do you want to sort your songs in a specific order? /LS

@141280 Thanks! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf. Feel free to send a tweet our way if you ever need any help with anything else 👍 /LS","Clarify what the customer means by a mix button, explain existing shuffle/sort options, and acknowledge the feature request.",The historical conversation was somewhat confusing because support initially misunderstood the requested feature before clarifying it.
E163,"Dear @SpotifyCares - my desktop application is constantly offline despite strong internet connection. How do I connect? @117168

@SpotifyCares Intel Xeon CPU, Windows 7 Enterprise, Spotify 1.0.66.478.g1296534d (not sure where I check version)

@SpotifyCares Nope - nothing helps. I reinstalled and it worked briefly, but no longer.

@SpotifyCares Work, non-public hard line

@SpotifyCares Happy to do this faster off Twitter too - knittelf(at)https://t.co/h2mmwrcQpE",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.652, ""customer_message"": ""@SpotifyCares why is it so hard to connect my phone and my computer"", ""spotify_reply"": ""@250589 Hey there! Can you let us know the devices, operating systems, and Spotify versions you're using? We'll see what we can suggest /MT""}, {""rank"": 2, ""similarity"": 0.556, ""customer_message"": ""@spotifycares web player stuck on advertisement but wont play it. Greyed out. Rebooted and logged in and out already. Thank you!\n\n@SpotifyCares That was fast! Im using windows 7 professional. It is an hp desktop. Web player\n\n@SpotifyCares Better! Thank you!"", ""spotify_reply"": ""@571693 Hey there! What device and operating system are you using? We'll lend a hand /SY\n\n@571693 Thanks! Can you try logging out, restarting your desktop, and getting back in after a few minutes? Any better? /GN\n\n@571693 No worries! Just give us a shout if anything else comes up. We're... https://t.co/zOXI69QSqg 🙂 /GN""}, {""rank"": 3, ""similarity"": 0.555, ""customer_message"": ""@SpotifyCares Could you guys help me? Format my computer and then tried reinstalling Spotify. But I keep getting error code 50 https://t.co/OQjWhTjfK1\n\n@SpotifyCares Already deactivated my antivirus AND firewall while I also tried downloading it on a different browser. Everything else works though..\n\n@SpotifyCares Just trying to download the current version from the Spotify site. I have Windows 8.1.\n\n@SpotifyCares Downloaded Spotify on the Softonic website, which was an older version. After using it today, it magically updated to the latest version. :)\n\n@SpotifyCares So it's working now. Thanks for the responses NS. :)"", ""spotify_reply"": ""@709204 Hey there! Can you let us know what Windows and Spotify versions you're running? We'll see what we can suggest /NS\n\n@709204 Got it. Could you try installing the app in Safe Mode? Let us know how it goes /NS\n\n@709204 No worries, glad to hear everything is working as it should! If you ever need us again, just shout 🙂 /MQ""}]","Hi there! Thanks for the info. Since you're on a work network, it's possible a firewall is blocking the connection. Please try a different network if possible, or check with your IT team to ensure Spotify is allowed. Let us know if that helps! /SC","@393346 Hey there! Can you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GT

@393346 Thanks. Does logging out, restarting your computer, and logging back in help? Keep us posted /GT

@393346 Got it. Are you currently connected to a home or work/public WiFi network? Keep us in the loop /JI

@393346 Hey! For your security, we'd recommend deleting your previous post. Can we have you DM us your username? We'll continue talking there /JI https://t.co/ldFdZRiNAt","The desktop app remains offline after reinstalling and troubleshooting, so it needs deeper technical investigation.",The historical reply used several troubleshooting steps even after the customer said reinstalling only worked briefly.
E164,"@115888 Hello
My account got stolen by changing the email. Origina name: KisuoX e-mail: __email__ Please change it back.",Account Access & Security,"[{""rank"": 1, ""similarity"": 0.704, ""customer_message"": ""@115888 hello I believe my account has been compromised"", ""spotify_reply"": ""@233791 Hey Fred, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.582, ""customer_message"": ""@115888 someone is hacking my account; Why can't I readily find a support phone # or email to fix it? It's shitty and you know it."", ""spotify_reply"": ""@364275 1: Hi JoAnne! Sorry to hear that. We don't have phone support right now, but we'll be glad to help you via Twitter. You can also get... /AU\n\n@364275 2: in touch with our Email team at https://t.co/XGIC7aZtMa. Let us know how you'd like to proceed /AU""}, {""rank"": 3, ""similarity"": 0.556, ""customer_message"": ""@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same."", ""spotify_reply"": ""@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT""}]",Hi! We're sorry to hear this. Please send us a DM with your account's email address and username so we can look into this for you right away. We'll take a look backstage! /SC https://t.co/ldFdZRiNAt /SC,@236482 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,"The account email was changed without authorization, so secure account recovery is required.",nan
E165,"@115888 @SpotifyCares how am I supposed to read that? (this is my ""daily mix"") https://t.co/LDuwPF4YEw

@115888 @SpotifyCares By the way the songs listed there (the readable part) are not the ones that actually play

@SpotifyCares Other playlists work fine. Is it normal that the ""daily mix"" one behaves differently than ""discover weekly""?

@SpotifyCares Even as I keep listening to the tracks, the ones near the bottom never become more readable, nor do any more songs show up in the list

@SpotifyCares They won't, that is the issue I'm reporting.",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.648, ""customer_message"": ""@115888 @123765 why doesn't it allow me to preview songs off my timeline? The song shows that its loading but nothing plays\n\n@SpotifyCares Samsung 7 edge\n\n@SpotifyCares No it did not\n\n@SpotifyCares No error message, it just doesn't load... I'll send  a pic\n\n@SpotifyCares  https://t.co/Q6FcGeawVg\n\n@SpotifyCares It happens with every track i try to preview\n\n@SpotifyCares And reinstalling it did nothing\n\n@SpotifyCares For spotify or twitter?"", ""spotify_reply"": ""@363423 Hey! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll see what we can suggest /CO\n\n@363423 Thanks. Have you tried logging out &gt; restarting your device &gt; then logging back in? Does that help at all? /CO\n\n@363423 Hmm. Are you getting any error messages? Can you send us a screenshot or a clip of what happens when you select a track to play? /CO\n\n@363423 Got it. Does this happen with any track? It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /CO\n\n@363423 Alright, thanks for trying that. Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt\n\n@363423 Oops! Our apologies for the confusion. We're asking for your Spotify account details. We'll be waiting /CO https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.601, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.599, ""customer_message"": ""@SpotifyCares #Spotify Im a premium sub and app routinely deletes all music for no reason. 3rd time this month, been happening for years"", ""spotify_reply"": ""@528039 Hey! Can you DM us your account's email address? We'll take a quick look backstage /CB https://t.co/ldFdZRiNAt""}]",Thanks for the details. This definitely doesn't sound right. Could you please send us a DM with your account's email address or username? We'd like to take a closer look at what's happening with your Daily Mix. /SC https://t.co/ldFdZRiNAt /SC,"@171765 What you're seeing is normal. You'd be able to see and play more songs as you listen. Are you able to play tracks from other playlists? /CO

@171765 We understand. Just to clarify, as you approach the bottom of the visible list more suggested songs will be loaded in to your Daily Mix /TY

@171765 We'd like to share a bit more info with you. Do you mind sending us a DM? We'll continue helping out there /NG https://t.co/ldFdZRiNAt","The Daily Mix display and playback behavior remain inconsistent even after explanation, so further investigation is appropriate.",The historical reply initially said the behavior was normal even though the customer clearly described a mismatch between displayed and actual tracks.
E166,@SpotifyCares My account was hacked/compromised. I’ve regained access and changed my password but I noticed there were members added to my family that I do not know. I deleted the members I do not know. Just want to make sure I do not have to do anything else.,Account Access & Security,"[{""rank"": 1, ""similarity"": 0.778, ""customer_message"": ""id::93__credit_card__:@SpotifyCares My account was hacked/compromised. I’ve regained access and changed my password but I noticed there w"", ""spotify_reply"": ""@224361 Hey there! Looks like your tweet is incomplete. Can you resend that for us? We'll be here waiting /RB""}, {""rank"": 2, ""similarity"": 0.736, ""customer_message"": ""@SpotifyCares I need to cancel my account but my email was hacked and i don't have access to it and I don't want to keep being charged.\n\n@SpotifyCares I have already done that and no one has gotten in touch with me. Like I said, I won't receive emails in the hacked account\n\n@SpotifyCares That is the same contact method as I’ve already done. No one has contacted me back."", ""spotify_reply"": ""@339707 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Let us know if we can help with anything else /GN\n\n@339707 Thanks for letting us know. We'd suggest contacting our Support team directly at https://t.co/ZgU70TbP8M. Any questions, give us a shout /GN\n\n@339707 Can you DM us the email address you entered on the contact form? We'll take a look backstage /LM https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.717, ""customer_message"": ""@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same."", ""spotify_reply"": ""@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT""}]","Glad you regained access! Since you've changed your password and removed the unknown members, you've taken the right steps. For extra security, we recommend logging out of all devices via your account page on our website. Let us know if you need anything else! /SC",@124507 Hi Chris. That doesn't sound good! Can you DM us your account's email address or username? We'll take a look under the hood /WP https://t.co/ldFdZRiNAt,"The customer recovered the hacked account but found unauthorized Family members, so support should verify that the account is fully secured.",nan
E167,"@SpotifyCares 45 songs just downloaded over cellular data. Couldn't stop them without airplane mode. Explain yourself.

@SpotifyCares Samsung Galaxy S7
Android 7.0 Nougat
Spotify 8.4.22.857 armV7

@SpotifyCares It was off. I checked when I caught it downloading song 18/45. I switched it on and back off again to see if it would help. It didn't.

@SpotifyCares I also force closed the app, which stopped the download until I reopened the app again.",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.591, ""customer_message"": ""Hey @115888 , I'm getting real tired of not being able to listen to music and have the app crash all the time.  Please fix it. https://t.co/c1kQ9g7Hej\n\n@SpotifyCares It's Spotify version 8.4.22.857 armV7 on a Samsung Galaxy S8+ running Android 7.0\n\n@SpotifyCares Nope. Logged out of Spotify, restated phone, listened to one song on the playlist and it still froze up. https://t.co/OKJuMrXDTC\n\n@SpotifyCares This is the 4th or 5th time I've noticed that this particular song is next in the queue when the app freezes. https://t.co/vRcm1VRcZy\n\n@SpotifyCares Yes, it's on a playlist I follow from you guys. (Viva Latino - Top 50 by Spotify) I don't know if I can remove if the playlist isn't mine."", ""spotify_reply"": ""@170378 Hey, help's here! Can you let us know your device, as well as the Android and Spotify versions? We'll see what we can suggest /JP\n\n@170378 Thanks! Can you try logging out, restarting your phone, and logging back in? Does that make any difference? /JP\n\n@170378 Is this happening on a specific playlist? Can you try removing this track wor a while and see if things will be better? /JP\n\n@170378 Thanks for clarifying. We'd suggest reinstalling the app: https://t.co/46sWVpIvlI. You might need to resync your offline songs after /JP""}, {""rank"": 2, ""similarity"": 0.582, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.578, ""customer_message"": ""@117168 my music stops playing everytime I open Snapchat or get a notification! Using the newest version of Spotify on iPhone X! Help\n\n@SpotifyCares I’m using Spotify version 8.4.28 and ios 11.1.1  thank you!"", ""spotify_reply"": ""@769324 Hey there! The cavalry's here. Could you let us know the exact iOS and Spotify version you're using? We'll see what we can suggest /KB\n\n@769324 Got it! Is this happening on 3G/4G, WiFi, or both? Does restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds make any difference? /KB""}]","That sounds frustrating. Please try a clean reinstall of the app to ensure settings are applied correctly: https://t.co/46sWVpIvlI. Also, double-check that 'Download using cellular' is toggled off in your app settings. Let us know if it persists! /SC","@615596 Hi Dewitt! What device (make &amp; model), operating system, and app version are you using? We'll keep an eye out for your reply /LP

@615596 Got it. Can you check if Download using cellular is enabled under Your Library &gt; Settings &gt; Music Quality? We'll be right here waiting /LP

@615596 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt","Unexpected cellular downloads continued despite the setting being off and force-closing the app, so the issue needs technical investigation.",The historical response eventually requested account details but did not clearly explain why the app downloaded while cellular downloads were disabled.
E168,"Wow @115888 apparently I've reached the maximum number of downloads. What do I do now 🤔

@SpotifyCares Id say probably around 2500",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.586, ""customer_message"": ""In desperate need of this Spotify iPhone X update"", ""spotify_reply"": ""@529915 We don't have anything to share yet, but we'll be sure to post updates on this. Give us a shout if you need anything else /CO""}, {""rank"": 2, ""similarity"": 0.549, ""customer_message"": ""@115888 Please bring Spotify to #BlackBerry10"", ""spotify_reply"": ""@254216 Hey there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ""}, {""rank"": 3, ""similarity"": 0.539, ""customer_message"": ""@SpotifyCares Its about time you launched spotify in India competition is growing even amazon prime music is launching next week,just saying"", ""spotify_reply"": ""@413338 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RH""}]","You can download up to 10,000 songs on each of up to 5 different devices. If you've hit the limit, you'll need to remove some downloads from one of your devices to make space for new ones. Hope this helps! /SC","@376423 Hey Elvis! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /TB

@376423 Got it! There's currently a download limit of 3,333 songs per device, on a maximum of 3 devices. More info here: https://t.co/02nLeSTUV7 /TB","Explain the current 3,333-download limit and how many devices are supported.",nan
E169,@115888 HeLp my music keeps uninstalling and i dont know why 😩 then i gotta download all of it again and its killing me,Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.699, ""customer_message"": ""@115888 why has all of my music no long synced and download on my phone?"", ""spotify_reply"": ""@591755 Hi Abbie, that's not fun! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Keep us posted /TY""}, {""rank"": 2, ""similarity"": 0.593, ""customer_message"": ""My @115888  is acting up and im just tryna listen to my music in peace"", ""spotify_reply"": ""@823053 Hey, that's not cool! Can you tell us what's happening exactly? We'll see what we can suggest /CH""}, {""rank"": 3, ""similarity"": 0.575, ""customer_message"": ""@SpotifyCares Im about to cancel your garbage app. Wont open &amp; when it does takes 4ever to load the song I want IF it even will play. Y$4it?"", ""spotify_reply"": ""@278994 Hi Jennifer. Don't worry, help's here. Can you tell us what device, operating system, and exact app version you're using? /JU""}]","Oh no, that's definitely not ideal! Please check out the troubleshooting steps under “Downloads unexpectedly removed” here: https://t.co/38J7tFlIBF. Let us know if that helps! /SC","@577219 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. This should help /QI",Provide the standard “downloads unexpectedly removed” troubleshooting guidance.,nan
E170,Never wanted a feature so badly as I want the ability to tag songs for flexible playlists @115888 perty plz,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.566, ""customer_message"": ""i really would like for @115888 to bring back the ability to message songs to friends"", ""spotify_reply"": ""@697060 Hi Nick! We have some info here: https://t.co/xW1fRS96NG. Let us know how things go /HR""}, {""rank"": 2, ""similarity"": 0.553, ""customer_message"": ""@SpotifyCares  is there a way to block explicit songs from random playlists. I can’t listen to these at work."", ""spotify_reply"": ""@682735 Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /KL""}, {""rank"": 3, ""similarity"": 0.534, ""customer_message"": ""Hey, @SpotifyCares love that you added the ability to like or dislike songs in Discover Playlists. Looking forward to seeing how this improves my list in the future.\n\n@SpotifyCares No, I was saying that I noticed that it's now a feature when I play my Discover list and just wanted to let you know I appreciate it!"", ""spotify_reply"": ""@813005 Hey, we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P /JM\n\n@813005 Oops, apologies for the oversight. We're glad that you liked it! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 💚 /JM""}]","We love hearing new ideas! While we don't have that feature right now, you can share your feedback and show your support for it on our community site here: https://t.co/CdI1SY9KZE. Thanks for reaching out! /SC",@270648 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Acknowledge the request for song tagging and note that the feedback has been passed along.,nan
E171,"Why the fuck dose the Teen Party playlist have so many of that kid Jacobs songs.

6 songs. 
Did someone hack you @SpotifyCares",Playlist & Library Management,"[{""rank"": 1, ""similarity"": 0.483, ""customer_message"": ""@SpotifyCares you fucked up my daily mixes 😩😩😩 its completely ruined now"", ""spotify_reply"": ""@765520 Hi there! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix /DB""}, {""rank"": 2, ""similarity"": 0.451, ""customer_message"": ""@115888 you were the best app ever UNTIL.... you took away where you hold down and you can listen to a little of the song. Now idk what to really add to my playlists.. BRING IT BACK PLEASE!!!!!! #SpotifyMusic"", ""spotify_reply"": ""@760225 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /AK""}, {""rank"": 3, ""similarity"": 0.449, ""customer_message"": ""Damnit @SpotifyCares make it so we can go back and save a weekly playlist. Sometimes forget to save songs than by Monday they are gone.\n\n@SpotifyCares Ya, those 5 songs I really wanted to save from last week but can’t find now. Ha"", ""spotify_reply"": ""@682353 Hey there! We'll gladly let the right folks know it's something you'd like to see. Let us know if anything else comes up /BH\n\n@682353 We understand! Fingers crossed you'll find them again soon. If you need us again, just give us a shout. We're here around the clock 🙂 /BH""}]","Hey there! Our playlists are curated based on a variety of factors. If you're not a fan of certain tracks, you can use the ❤️ or 🚫 buttons to help us better understand your taste and improve your future recommendations. /SC","@206142 1: Hey there, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create...

@206142 2: playlists, but we’ll be sure to pass on your comments. Anything else, let us know /NY",Acknowledge the complaint about the Teen Party playlist and explain that playlist curation is handled by the curation team.,nan
