example_id,thread_id,customer_message,my_intent_label,escalate_or_auto,acceptable_reply_note,disagree_with_reply_note,spotify_reply,provisional_intent_guess,full_thread_reference
E096,19964,@115888 I used to have Spotify premium but now only use the version with ads. Ive received a text saying Ive been charged £9.99 for premium and Im not even using it. If you can switch me to premium so Im not wasting money that would be great thanks.,Subscription & Billing Issues,escalate,"The customer is being charged for Premium unexpectedly and wants the account status corrected, so billing must be checked.",,@723628 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Thu Nov 16 11:49:00 +0000 2017] [Customer @723628]: @115888 I used to have Spotify premium but now only use the version with ads. Ive received a text saying Ive been charged £9.99 for premium and Im not even using it. If you can switch me to premium so Im not wasting money that would be great thanks. 
[Thu Nov 16 14:01:04 +0000 2017] [Spotify Support @SpotifyCares]: @723628 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt"
E097,18560,"@115888 It's ridiculous that I cannot see who follows my original playlists. Can you explain why this feature isn't available?

@SpotifyCares It's been talked about within your community since early 2014 and nothing has been done.

@SpotifyCares Thanks. Makes zero sense for a community based app.",Feature Requests & Device Support,auto,Acknowledge the request to see playlist followers and explain that it is currently unavailable or under feedback.,The historical response repeatedly acknowledged the request but didn't provide any meaningful update beyond asking the customer to vote.,"@679167 1: Hey Jason! We can see why that'd be useful. We don't have any info to share right now, but be sure to...

@679167 2: add your support to the idea in our Community: https://t.co/rXH5HEx9hM /CP

@679167 We understand where you're coming from. We're not able to provide any updates on this, but we'll pass your feedback on /CP

@679167 We're sorry you feel that way. Rest assured, we're taking your comments on board, and we'll make sure it reaches the right team /CP",Feature Requests & Device Support,"[Mon Nov 13 16:07:48 +0000 2017] [Customer @679167]: @115888 It's ridiculous that I cannot see who follows my original playlists. Can you explain why this feature isn't available? 
[Mon Nov 13 17:17:50 +0000 2017] [Spotify Support @SpotifyCares]: @679167 1: Hey Jason! We can see why that'd be useful. We don't have any info to share right now, but be sure to... 
[Mon Nov 13 17:17:59 +0000 2017] [Spotify Support @SpotifyCares]: @679167 2: add your support to the idea in our Community: https://t.co/rXH5HEx9hM /CP 
[Mon Nov 13 17:21:04 +0000 2017] [Customer @679167]: @SpotifyCares It's been talked about within your community since early 2014 and nothing has been done. 
[Mon Nov 13 17:58:36 +0000 2017] [Spotify Support @SpotifyCares]: @679167 We understand where you're coming from. We're not able to provide any updates on this, but we'll pass your feedback on /CP 
[Mon Nov 13 18:04:35 +0000 2017] [Customer @679167]: @SpotifyCares Thanks. Makes zero sense for a community based app. 
[Mon Nov 13 18:11:56 +0000 2017] [Spotify Support @SpotifyCares]: @679167 We're sorry you feel that way. Rest assured, we're taking your comments on board, and we'll make sure it reaches the right team /CP"
E098,2892,"@SpotifyCares I got charged twice, 65php and 195php for my student and family subscription. I did not cont. student subscrpt. semarfepaquet",Subscription & Billing Issues,escalate,"There are two separate subscription charges, so the billing records need to be checked.",,@619061 Hey there! We'd like to share some private info with you. Can you DM us your account's email address? We'll keep an eye out for it /GN https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Tue Oct 10 14:35:58 +0000 2017] [Customer @619061]: @SpotifyCares I got charged twice, 65php and 195php for my student and family subscription. I did not cont. student subscrpt. semarfepaquet 
[Tue Oct 10 14:39:35 +0000 2017] [Spotify Support @SpotifyCares]: @619061 Hey there! We'd like to share some private info with you. Can you DM us your account's email address? We'll keep an eye out for it /GN https://t.co/ldFdZRiNAt"
E099,1364,@115888 spirit award released an album today where is it? https://t.co/AWFkT0x7vH,Content Availability & Licensing,auto,Explain why a newly released album may not yet be available and provide relevant content information.,,"@608246 Hi Elyse! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU",Content Availability & Licensing,"[Fri Oct 06 19:30:02 +0000 2017] [Customer @608246]: @115888 spirit award released an album today where is it? https://t.co/AWFkT0x7vH 
[Fri Oct 06 21:09:47 +0000 2017] [Spotify Support @SpotifyCares]: @608246 Hi Elyse! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU"
E100,17090,"@115888 .... so like when is #reputation going to be available on Spotify??

@SpotifyCares thank you!!",Content Availability & Licensing,auto,Explain that Reputation is not yet available and mention any available singles or information.,,"@648186 Hey Fiona. Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /B",Content Availability & Licensing,"[Fri Nov 10 10:51:41 +0000 2017] [Customer @648186]: @115888 .... so like when is #reputation going to be available on Spotify?? 
[Fri Nov 10 12:02:49 +0000 2017] [Spotify Support @SpotifyCares]: @648186 Hey Fiona. Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /B 
[Fri Nov 10 12:41:47 +0000 2017] [Customer @648186]: @SpotifyCares thank you!!"
E101,20208,"Why would @115888 remove Take Care man wtf

@SpotifyCares If it's not back by tomorrow I'm switching to spinrilla",Content Availability & Licensing,auto,Explain why Take Care was temporarily unavailable and provide the available album link if appropriate.,,"@729397 Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /CG

@729397 You don't have to wait that long! Is this what you were looking for: https://t.co/vzWbxC013c? We hope this helps 🙂 /NH",Content Availability & Licensing,"[Thu Nov 16 18:50:49 +0000 2017] [Customer @729397]: Why would @115888 remove Take Care man wtf 
[Thu Nov 16 20:03:03 +0000 2017] [Spotify Support @SpotifyCares]: @729397 Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /CG 
[Thu Nov 16 20:04:56 +0000 2017] [Customer @729397]: @SpotifyCares If it's not back by tomorrow I'm switching to spinrilla 
[Thu Nov 16 20:27:56 +0000 2017] [Spotify Support @SpotifyCares]: @729397 You don't have to wait that long! Is this what you were looking for: https://t.co/vzWbxC013c? We hope this helps 🙂 /NH"
E102,8382,"@115888 why is every song skipping and constantly crashing when played on my laptop ? 😣😣

@SpotifyCares Spotify premium and ASUS laptop",Playback & Technical Errors,auto,Start with normal troubleshooting for skipping and crashing on the laptop.,,"@344069 Hi Shannon, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /BM

@344069 Thanks. We'd suggest logging out, closing the app, and restarting your laptop. Does that help? /BM",Playback & Technical Errors,"[Sat Oct 21 12:09:52 +0000 2017] [Customer @344069]: @115888 why is every song skipping and constantly crashing when played on my laptop ? 😣😣 
[Sat Oct 21 14:45:21 +0000 2017] [Spotify Support @SpotifyCares]: @344069 Hi Shannon, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /BM 
[Sat Oct 21 16:14:22 +0000 2017] [Customer @344069]: @SpotifyCares Spotify premium and ASUS laptop 
[Sat Oct 21 17:10:16 +0000 2017] [Spotify Support @SpotifyCares]: @344069 Thanks. We'd suggest logging out, closing the app, and restarting your laptop. Does that help? /BM"
E103,182,"Hey @SpotifyCares after I updated the apps why it always go offline and then the music stop playing? How to fix the bug?

@SpotifyCares My phone is Samsung A8,  android and spotify 8.4.21.508 armV7 version.

@SpotifyCares Nope, no error message at all. I never restarting my device yet. Should I try it first?",Playback & Technical Errors,auto,Suggest restarting the device and checking the app/network behavior.,,"@294294 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB

@294294 Thanks for the info. Do you get an error message when this happens? Also, does restarting your device help at all? /CB

@294294 Thanks for letting us know. Try restarting your device and keep us posted on the results /CB",Playback & Technical Errors,"[Tue Oct 03 11:48:04 +0000 2017] [Customer @294294]: Hey @SpotifyCares after I updated the apps why it always go offline and then the music stop playing? How to fix the bug? 
[Tue Oct 03 13:18:04 +0000 2017] [Spotify Support @SpotifyCares]: @294294 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB 
[Tue Oct 03 15:30:37 +0000 2017] [Customer @294294]: @SpotifyCares My phone is Samsung A8,  android and spotify 8.4.21.508 armV7 version. 
[Tue Oct 03 15:32:59 +0000 2017] [Spotify Support @SpotifyCares]: @294294 Thanks for the info. Do you get an error message when this happens? Also, does restarting your device help at all? /CB 
[Tue Oct 03 15:35:06 +0000 2017] [Customer @294294]: @SpotifyCares Nope, no error message at all. I never restarting my device yet. Should I try it first? 
[Tue Oct 03 15:41:46 +0000 2017] [Spotify Support @SpotifyCares]: @294294 Thanks for letting us know. Try restarting your device and keep us posted on the results /CB"
E104,6920,@SpotifyCares Just got a message saying my library is full and I can't add any more songs. I am a Premium customer. Why is this happening?,Playlist & Library Management,escalate,The customer's library has reached a limit and needs account-specific clarification.,The historical response only moved the conversation to DM without first explaining the library limit.,@602294 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,Playlist & Library Management,"[Wed Oct 18 21:16:29 +0000 2017] [Customer @602294]: @SpotifyCares Just got a message saying my library is full and I can't add any more songs. I am a Premium customer. Why is this happening? 
[Wed Oct 18 22:21:01 +0000 2017] [Spotify Support @SpotifyCares]: @602294 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB"
E105,5283,"@115888 Afternoon - on my android if I try and share a song/album/artist the app just crashes. Have tried uninstalling and reinstalling.

@115888 @SpotifyCares",Playback & Technical Errors,escalate,"The Android app crashes during sharing even after reinstalling, so further investigation is warranted.",The historical response only asked for device/version details and did not acknowledge that reinstalling had already been tried.,@545119 Hi Ryan! Can you let us know the device you're using along with the Android and Spotify versions you have installed? We'll be right here /MT,Playback & Technical Errors,"[Sun Oct 15 16:37:23 +0000 2017] [Customer @545119]: @115888 Afternoon - on my android if I try and share a song/album/artist the app just crashes. Have tried uninstalling and reinstalling. 
[Sun Oct 15 16:38:44 +0000 2017] [Customer @545119]: @115888 @SpotifyCares 
[Sun Oct 15 22:41:55 +0000 2017] [Spotify Support @SpotifyCares]: @545119 Hi Ryan! Can you let us know the device you're using along with the Android and Spotify versions you have installed? We'll be right here /MT"
E106,10694,"@SpotifyCares You're not making for customers. It's really getting aggravating having to download songs over and over again.

@SpotifyCares Thanks, but I've seen this before.  I've uninstalled and reinstalled the app before, and this continues to happen. It's aggravating.",Playback & Technical Errors,escalate,"Downloads keep disappearing despite previous troubleshooting, so the recurring issue needs deeper investigation.","The customer explicitly said reinstalling had already failed, yet the historical handling continued with another troubleshooting step.","@569747 Hey Miguel. We're sorry you feel that way. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /QI

@569747 We understand. We'd suggest clicking/tapping on Remove all Devices at https://t.co/NopZTmevLc before reinstalling. Hope this helps /QI",Playback & Technical Errors,"[Thu Oct 26 19:51:52 +0000 2017] [Customer @569747]: @SpotifyCares You're not making for customers. It's really getting aggravating having to download songs over and over again. 
[Thu Oct 26 20:12:49 +0000 2017] [Spotify Support @SpotifyCares]: @569747 Hey Miguel. We're sorry you feel that way. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /QI 
[Thu Oct 26 21:14:51 +0000 2017] [Customer @569747]: @SpotifyCares Thanks, but I've seen this before.  I've uninstalled and reinstalled the app before, and this continues to happen. It's aggravating. 
[Thu Oct 26 21:43:52 +0000 2017] [Spotify Support @SpotifyCares]: @569747 We understand. We'd suggest clicking/tapping on Remove all Devices at https://t.co/NopZTmevLc before reinstalling. Hope this helps /QI"
E107,12364,"Hi @SpotifyCares why i can't login to my account, it says wrong login information ( i'm sure it's right )",Account Access & Security,escalate,"The customer cannot log in despite knowing the credentials, so account access needs investigation.",,@582542 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,Account Access & Security,"[Tue Oct 31 07:34:42 +0000 2017] [Customer @582542]: Hi @SpotifyCares why i can't login to my account, it says wrong login information ( i'm sure it's right ) 
[Tue Oct 31 07:51:39 +0000 2017] [Spotify Support @SpotifyCares]: @582542 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt"
E108,19875,@115888 like fr I need to be able to block certain artists cause on the release radar this came up and I don’t know what I did to deserve this disgusting music on my release radar https://t.co/QlqvHRXupI,Feature Requests & Device Support,auto,Acknowledge the request to block artists and explain the current limitation and personalization behavior.,,"@719872 Hey there! It's currently not possible to ban artists, but we'll let the team know it's a feature you'd like to see. Your Release Radar becomes more personalized the more you use Spotify. Carry on listening to the songs you love, and hopefully you'll see a new batch on Friday /KT",Playlist & Library Management,"[Thu Nov 16 05:01:20 +0000 2017] [Customer @719872]: @115888 like fr I need to be able to block certain artists cause on the release radar this came up and I don’t know what I did to deserve this disgusting music on my release radar https://t.co/QlqvHRXupI 
[Thu Nov 16 05:26:09 +0000 2017] [Spotify Support @SpotifyCares]: @719872 Hey there! It's currently not possible to ban artists, but we'll let the team know it's a feature you'd like to see. Your Release Radar becomes more personalized the more you use Spotify. Carry on listening to the songs you love, and hopefully you'll see a new batch on Friday /KT"
E109,20404,wHERE IS REPUTATION ON SPOTIFY I SWEAR IF TAYLOR MAKES ME BUY THAT ALBUM,Content Availability & Licensing,auto,Explain why Reputation is not available and provide current content information.,,"@734165 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /GS",Content Availability & Licensing,"[Fri Nov 17 01:30:48 +0000 2017] [Customer @734165]: wHERE IS REPUTATION ON SPOTIFY I SWEAR IF TAYLOR MAKES ME BUY THAT ALBUM 
[Fri Nov 17 02:00:14 +0000 2017] [Spotify Support @SpotifyCares]: @734165 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /GS"
E110,20578,@115888 c'mon where is perfect velvet,Content Availability & Licensing,auto,Explain that the requested album will become available when Spotify has the rights/content.,,"@738036 Hey! Don't worry, we’ll have it available to you as soon as it’s available to us. We have more info about Spotify content at https://t.co/0i8GpimuDa. Let us know if you need more help /NY",Content Availability & Licensing,"[Fri Nov 17 10:13:53 +0000 2017] [Customer @738036]: @115888 c'mon where is perfect velvet 
[Fri Nov 17 10:39:59 +0000 2017] [Spotify Support @SpotifyCares]: @738036 Hey! Don't worry, we’ll have it available to you as soon as it’s available to us. We have more info about Spotify content at https://t.co/0i8GpimuDa. Let us know if you need more help /NY"
E111,5862,"@SpotifyCares i want to cancel my premium but don't know what email i used, i know the username though, what do i do?",Subscription & Billing Issues,escalate,"The customer wants to cancel Premium but cannot identify the account email, so account assistance is needed.",,"@549997 Hey Laura, help's here! Could you send us a DM with any email address the account might be under and the username? We'll take a look /RV https://t.co/ldFdZRiNAt",Subscription & Billing Issues,"[Mon Oct 16 20:46:48 +0000 2017] [Customer @549997]: @SpotifyCares i want to cancel my premium but don't know what email i used, i know the username though, what do i do? 
[Mon Oct 16 22:33:55 +0000 2017] [Spotify Support @SpotifyCares]: @549997 Hey Laura, help's here! Could you send us a DM with any email address the account might be under and the username? We'll take a look /RV https://t.co/ldFdZRiNAt"
E112,17226,.@117168 How do I disable censored tracks from appearing?,Feature Requests & Device Support,auto,Explain whether censored tracks can be filtered and provide the relevant feature-request/feedback path.,The historical reply treated it only as a feature request without explaining whether any existing workaround was available.,"@393501 Hey Kennon, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /TR",Other / Unclear,"[Fri Nov 10 16:27:58 +0000 2017] [Customer @393501]: .@117168 How do I disable censored tracks from appearing? 
[Fri Nov 10 17:07:56 +0000 2017] [Spotify Support @SpotifyCares]: @393501 Hey Kennon, this sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /TR"
E113,781,"@SpotifyCares All my songs just disappeared from my account! What happened? Can I get them back?

@SpotifyCares I have both and Android phone and a Linux laptop, the songs are gone on both, and it just happened about 20 minutes ago.",Playlist & Library Management,escalate,"The customer's entire music library disappeared across devices, so account-level investigation is needed.",,"@171853 Hi Eduardo! Help's arrived. Could you let us know what device, OS, and Spotify version you're rocking? Since when has it been happening? /PI

@171853 Thanks. Can you DM us your Spotify account's email address? We'll take a look backstage 🔍 /PI https://t.co/ldFdZRiNAt",Content Availability & Licensing,"[Thu Oct 05 12:44:36 +0000 2017] [Customer @171853]: @SpotifyCares All my songs just disappeared from my account! What happened? Can I get them back? 
[Thu Oct 05 12:51:02 +0000 2017] [Spotify Support @SpotifyCares]: @171853 Hi Eduardo! Help's arrived. Could you let us know what device, OS, and Spotify version you're rocking? Since when has it been happening? /PI 
[Thu Oct 05 12:54:39 +0000 2017] [Customer @171853]: @SpotifyCares I have both and Android phone and a Linux laptop, the songs are gone on both, and it just happened about 20 minutes ago. 
[Thu Oct 05 12:57:01 +0000 2017] [Spotify Support @SpotifyCares]: @171853 Thanks. Can you DM us your Spotify account's email address? We'll take a look backstage 🔍 /PI https://t.co/ldFdZRiNAt"
E114,16083,"@SpotifyCares can you tell me why my app keeps removing all downloaded songs. 2nd time this week it's happened. I listen mainly offline so need downloads https://t.co/YUmALFBPfe

@SpotifyCares Just the albums my playlists are ok.",Playback & Technical Errors,escalate,"Downloaded albums repeatedly disappear, so the recurring technical issue needs further investigation.",The historical reply moved to account details without acknowledging that the problem had happened multiple times.,"@625000 Hey, help's here. Is this happening to just your downloaded albums or to your offline playlists as well? /AY

@625000 Thanks for clearing that up. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt",Playlist & Library Management,"[Wed Nov 08 14:37:16 +0000 2017] [Customer @625000]: @SpotifyCares can you tell me why my app keeps removing all downloaded songs. 2nd time this week it's happened. I listen mainly offline so need downloads https://t.co/YUmALFBPfe 
[Wed Nov 08 14:52:38 +0000 2017] [Spotify Support @SpotifyCares]: @625000 Hey, help's here. Is this happening to just your downloaded albums or to your offline playlists as well? /AY 
[Wed Nov 08 14:58:52 +0000 2017] [Customer @625000]: @SpotifyCares Just the albums my playlists are ok. 
[Wed Nov 08 15:01:59 +0000 2017] [Spotify Support @SpotifyCares]: @625000 Thanks for clearing that up. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt"
E115,27286,"Hey @115888 I have an idea; why don't we encode playlist identifiers in the stream so we can ""Shazam"" for playlists? #dinneratarestaurrant",Playlist & Library Management,auto,Acknowledge the playlist-identification feature idea and provide the appropriate feedback channel.,,@235572 Hey Andreas! We can see how that’d be handy. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,Playlist & Library Management,"[Fri Dec 01 18:37:25 +0000 2017] [Customer @235572]: Hey @115888 I have an idea; why don't we encode playlist identifiers in the stream so we can ""Shazam"" for playlists? #dinneratarestaurrant 
[Fri Dec 01 20:42:46 +0000 2017] [Spotify Support @SpotifyCares]: @235572 Hey Andreas! We can see how that’d be handy. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI"
E116,17223,"@115888 @115858 Spotify is soooo buggy for CarPlay. Pls fix soon thanks

@SpotifyCares No that didn’t work :( I’m attaching a screenshot of what it’s doing w/the app open https://t.co/Lo3IuLmPk0

@SpotifyCares Currently using iOS 11.0.3 and the Spotify version is 8.4.25.906",Playback & Technical Errors,escalate,"CarPlay playback remains buggy after troubleshooting, so further technical investigation is appropriate.",The historical reply repeated logout/restart steps even after the customer had already tried them.,"@249035 Hi Lizzie, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI

@249035 Thanks for the screenshot. Can you let us know the device iOS and version of Spotify you're using? We'll see what we can suggest /JI

@249035 Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Give us a shout on how you get on /MT",Feature Requests & Device Support,"[Fri Nov 10 16:25:33 +0000 2017] [Customer @249035]: @115888 @115858 Spotify is soooo buggy for CarPlay. Pls fix soon thanks 
[Fri Nov 10 16:59:15 +0000 2017] [Spotify Support @SpotifyCares]: @249035 Hi Lizzie, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI 
[Fri Nov 10 23:11:50 +0000 2017] [Customer @249035]: @SpotifyCares No that didn’t work :( I’m attaching a screenshot of what it’s doing w/the app open https://t.co/Lo3IuLmPk0 
[Sat Nov 11 00:11:31 +0000 2017] [Spotify Support @SpotifyCares]: @249035 Thanks for the screenshot. Can you let us know the device iOS and version of Spotify you're using? We'll see what we can suggest /JI 
[Sat Nov 11 06:12:39 +0000 2017] [Customer @249035]: @SpotifyCares Currently using iOS 11.0.3 and the Spotify version is 8.4.25.906 
[Sat Nov 11 06:39:25 +0000 2017] [Spotify Support @SpotifyCares]: @249035 Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Give us a shout on how you get on /MT"
E117,4559,"@115888 @SpotifyCares am having issues joining a family plan, would you help?",Subscription & Billing Issues,escalate,Family Plan membership problems require account-specific help.,,@378348 @115888 We've just sent you a DM 🙂 /PX,Subscription & Billing Issues,"[Fri Oct 13 17:49:38 +0000 2017] [Customer @378348]: @115888 @SpotifyCares am having issues joining a family plan, would you help? 
[Fri Oct 13 20:58:56 +0000 2017] [Spotify Support @SpotifyCares]: @378348 @115888 We've just sent you a DM 🙂 /PX"
E118,21830,"@115888 love Spotify but so limited what I can with my Alexa I will need to drop it..

@SpotifyCares Spotify loses available devices constantly, can only play playlist from master acct, can't play on all devices at once

@SpotifyCares If Google can overcome these issues I will ditch alexa

@SpotifyCares How do I fix Spotify losing my multiple echos?",Feature Requests & Device Support,escalate,"The customer has repeated Alexa/device-connection problems, so account/device investigation is appropriate.",The historical reply partly addressed the one-device limitation but didn't clearly resolve the disappearing-device problem.,"@231312 Hey! Sorry to hear that. Can you let us know what's happening exactly? We'd love to help you out /JS

@231312 Got it. We're afraid you can only stream from one device at a time, but rest assured we'll pass on your feedback to the right team. Give us a shout for anything else 🙂 /JS

@231312 Hmm. Could you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt",Feature Requests & Device Support,"[Mon Nov 20 23:17:36 +0000 2017] [Customer @231312]: @115888 love Spotify but so limited what I can with my Alexa I will need to drop it.. 
[Mon Nov 20 23:26:30 +0000 2017] [Spotify Support @SpotifyCares]: @231312 Hey! Sorry to hear that. Can you let us know what's happening exactly? We'd love to help you out /JS 
[Mon Nov 20 23:30:00 +0000 2017] [Customer @231312]: @SpotifyCares Spotify loses available devices constantly, can only play playlist from master acct, can't play on all devices at once 
[Mon Nov 20 23:33:07 +0000 2017] [Customer @231312]: @SpotifyCares If Google can overcome these issues I will ditch alexa 
[Mon Nov 20 23:35:07 +0000 2017] [Spotify Support @SpotifyCares]: @231312 Got it. We're afraid you can only stream from one device at a time, but rest assured we'll pass on your feedback to the right team. Give us a shout for anything else 🙂 /JS 
[Mon Nov 20 23:35:55 +0000 2017] [Customer @231312]: @SpotifyCares How do I fix Spotify losing my multiple echos? 
[Mon Nov 20 23:42:02 +0000 2017] [Spotify Support @SpotifyCares]: @231312 Hmm. Could you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt"
E119,9168,"@SpotifyCares, Do offline listens add up to an artist's plays whenever I go back online? 🤔

@SpotifyCares Great! Yes, so I suppose they also count for the end of the year playlist ""Your Top Songs 20##""?",Other / Unclear,auto,Explain how offline plays are counted and clarify what is known about year-end statistics.,,"@486667 Offline listens are counted and sent to Spotify's server the next time you connect to the Internet. We hope this answers your question 🙂 /KL

@486667 We're afraid we don't have any more info on this. Let us know if you have other questions /KL",Playlist & Library Management,"[Mon Oct 23 15:32:47 +0000 2017] [Customer @486667]: @SpotifyCares, Do offline listens add up to an artist's plays whenever I go back online? 🤔 
[Mon Oct 23 18:09:52 +0000 2017] [Spotify Support @SpotifyCares]: @486667 Offline listens are counted and sent to Spotify's server the next time you connect to the Internet. We hope this answers your question 🙂 /KL 
[Mon Oct 23 20:01:14 +0000 2017] [Customer @486667]: @SpotifyCares Great! Yes, so I suppose they also count for the end of the year playlist ""Your Top Songs 20##""? 
[Mon Oct 23 20:07:47 +0000 2017] [Spotify Support @SpotifyCares]: @486667 We're afraid we don't have any more info on this. Let us know if you have other questions /KL"
E120,8941,@SpotifyCares why was the Moon Song by Karen O ft Ezra Koenig taken off of spotify,Content Availability & Licensing,auto,Explain that the song may have been removed because of licensing changes.,,@364380 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA,Content Availability & Licensing,"[Mon Oct 23 00:45:16 +0000 2017] [Customer @364380]: @SpotifyCares why was the Moon Song by Karen O ft Ezra Koenig taken off of spotify 
[Mon Oct 23 05:33:40 +0000 2017] [Spotify Support @SpotifyCares]: @364380 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA"
E121,26004,"All I want for Christmas is a @115888 “song-in-loop” feature. Thank you please. #musicocd

@SpotifyCares Yay! iPhone 6. Device OS 11.2 Public beta 5. Spotify version 8.4.28.1104. Thanks for caring! 🙌

@SpotifyCares 😮🤦🏻‍♀️Sweeet! Thanks for the help!",Feature Requests & Device Support,auto,Explain that repeat-one is already available and provide simple instructions for using it.,,"@811592 Hey, help's here! This should be possible right now. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK

@811592 Thanks. On the screen where the song is being played, you'll see the repeat function shaped like an oval loop to the right of the play button. Press that once to repeat the playlist. Press it twice to repeat just the song that's being played. Hope this info helps /GK

@811592 No worries! Feel free to tweet us if there's anything else. https://t.co/uEkAlnxbzn /GK",Feature Requests & Device Support,"[Wed Nov 29 09:37:19 +0000 2017] [Customer @811592]: All I want for Christmas is a @115888 “song-in-loop” feature. Thank you please. #musicocd 
[Wed Nov 29 10:57:30 +0000 2017] [Spotify Support @SpotifyCares]: @811592 Hey, help's here! This should be possible right now. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK 
[Wed Nov 29 11:03:04 +0000 2017] [Customer @811592]: @SpotifyCares Yay! iPhone 6. Device OS 11.2 Public beta 5. Spotify version 8.4.28.1104. Thanks for caring! 🙌 
[Wed Nov 29 11:51:15 +0000 2017] [Spotify Support @SpotifyCares]: @811592 Thanks. On the screen where the song is being played, you'll see the repeat function shaped like an oval loop to the right of the play button. Press that once to repeat the playlist. Press it twice to repeat just the song that's being played. Hope this info helps /GK 
[Wed Nov 29 13:11:30 +0000 2017] [Customer @811592]: @SpotifyCares 😮🤦🏻‍♀️Sweeet! Thanks for the help! 
[Wed Nov 29 13:26:09 +0000 2017] [Spotify Support @SpotifyCares]: @811592 No worries! Feel free to tweet us if there's anything else. https://t.co/uEkAlnxbzn /GK"
E122,18818,"Wish Spotify would let you share playlists that u create @115888

@SpotifyCares Wow !! It works..I just tried it.  Thank you so much.  I knew u could share individual songs but not full playlists!! 🤩🤩🤩",Playlist & Library Management,auto,Provide steps for sharing a personally created playlist.,,"@686482 Hey Carrie! You can share your personally-created playlists with these steps: https://t.co/RT7XNMNEAr. Hope this helps /KB

@686482 Awesome! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /KB",Playlist & Library Management,"[Tue Nov 14 04:52:42 +0000 2017] [Customer @686482]: Wish Spotify would let you share playlists that u create @115888 
[Tue Nov 14 05:22:35 +0000 2017] [Spotify Support @SpotifyCares]: @686482 Hey Carrie! You can share your personally-created playlists with these steps: https://t.co/RT7XNMNEAr. Hope this helps /KB 
[Tue Nov 14 05:28:11 +0000 2017] [Customer @686482]: @SpotifyCares Wow !! It works..I just tried it.  Thank you so much.  I knew u could share individual songs but not full playlists!! 🤩🤩🤩 
[Tue Nov 14 05:29:51 +0000 2017] [Spotify Support @SpotifyCares]: @686482 Awesome! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /KB"
