sample_id,thread_id,original_asker_id,num_unique_customer_authors,multi_author_merge,customer_message,spotify_reply,start_time,end_time
134,9617,393722,1,False,@SpotifyCares I started seeing Polish playlists on home screen. It's probably because I'm based in PL but is there a way to switch it off?,@393722 Hey Piotr! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt,Tue Oct 24 16:15:10 +0000 2017,Tue Oct 24 17:04:38 +0000 2017
135,26189,818249,1,False,":'-(

@SpotifyCares let me know when you remove your frustrating 10k song library limit.

https://t.co/vANgjQflxL","@818249 Hey Nick! We don’t have any new info about this, but we’ll remind the team it’s a popular request. You can also show your support for the idea at https://t.co/a9TZL1Dqp6. We're sad to see you go - if you need us, we're just a tweet away /RK",Wed Nov 29 18:27:47 +0000 2017,Wed Nov 29 22:31:23 +0000 2017
136,27337,236883,1,False,"@SpotifyCares ... and when I log into my spotify account on your website, it has a very old e-mail address of mine listed.  Service is running fine, but as stated in 1st tweet... something isn't in sync",@236883 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,Fri Dec 01 20:03:44 +0000 2017,Fri Dec 01 21:59:34 +0000 2017
137,17654,363041,1,False,.@115888 PLEASE restore the queue in the Web player ;__;,"@363041 Hey there, we hear you! You can show support for the official idea here: https://t.co/sCzA5zGxSn /TB",Sat Nov 11 14:32:39 +0000 2017,Sat Nov 11 16:22:16 +0000 2017
138,10998,433213,1,False,"Hi @115888 I was wondering why Shawn mendes “Handwritten (Deluxe)” and “Shawn Mendes EP” isn’t on here, is there a way to fix the problem? https://t.co/m6Bi0hsiEb","@433213 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF",Fri Oct 27 15:07:44 +0000 2017,Fri Oct 27 16:13:00 +0000 2017
139,27626,235213,1,False,@SpotifyCares hi. I’ve forgetting which email I set up my account with and can’t remember my password. Can you help please???,"@235213 Hey Ellie! Sure, we can help. Can you DM us your username? We'll see what we can do /KT https://t.co/ldFdZR1cbT",Sat Dec 02 09:05:45 +0000 2017,Sat Dec 02 09:17:49 +0000 2017
140,6556,540512,1,False,Hopefully @SpotifyCares recognizes me 🙌🏻,@540512 Hey there! We'd love to help out. Can you tell us what's happening exactly? /LO,Wed Oct 18 01:00:15 +0000 2017,Wed Oct 18 01:03:41 +0000 2017
141,5234,547032,1,False,@115888 Please add DNA by @133324 on Spotify‘s Playlist Pop Brandneu,"@547032 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RV",Sun Oct 15 12:46:50 +0000 2017,Sun Oct 15 17:38:55 +0000 2017
142,3171,278994,1,False,@SpotifyCares Im about to cancel your garbage app. Wont open &amp; when it does takes 4ever to load the song I want IF it even will play. Y$4it?,"@278994 Hi Jennifer. Don't worry, help's here. Can you tell us what device, operating system, and exact app version you're using? /JU",Wed Oct 11 05:11:19 +0000 2017,Wed Oct 11 05:13:42 +0000 2017
143,14443,315434,1,False,@SpotifyCares hi why does my Student account say it's going to double in price next month? Just wondering!,@315434 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Sun Nov 05 03:06:45 +0000 2017,Sun Nov 05 04:49:58 +0000 2017
144,8468,346946,1,False,@SpotifyCares Hi! I'm having issues with my spotify where it pauses randomly saying its being used elsewhere. Thanks ^^,@346946 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,Sat Oct 21 16:44:51 +0000 2017,Sat Oct 21 21:55:38 +0000 2017
145,8324,336718,1,False,"@115888 please stop playing creepy Halloween movie ads while I’m in the gym by myself at 1am thanks

@SpotifyCares Thank you! 😌","@336718 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team. For anything else, you know where to reach us /DR

@336718 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /DR",Sat Oct 21 06:14:16 +0000 2017,Sat Oct 21 07:35:42 +0000 2017
146,16178,626613,1,False,"If you follow someone's Spotify playlist, does the creator get notified? Asking for a friend 😅

@SpotifyCares Thank you!","@626613 Hey there! We're afraid not, but we can see how this would useful. Suggest it in our Community at  https://t.co/WgY7GXI7jf 💚 /NG

@626613 You're welcome! If there's anything else we can help with, just give us a shout. https://t.co/m4HWSbgHVZ 💚 /NG",Wed Nov 08 17:09:03 +0000 2017,Wed Nov 08 18:54:18 +0000 2017
147,11413,543551,1,False,"@118266 ngeliat ada artis screen capture ini, ini kok warna spotify nya beda sih? Apa ada white theme atau gmn? https://t.co/mZw5zD6pME

@SpotifyCares I wanna know what app this person using? Why the looks of spotify seems so different? Is there any other white themes or what? Thanks.","@543551 Hi there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NJ

@543551 1: The Spotify account has been accessed through a third-party app which is why the interface and colors are different. We're afraid we...

@543551 2: don't have any more info about the app. Let us know if you have other questions /JU",Sat Oct 28 17:26:15 +0000 2017,Sun Oct 29 06:05:59 +0000 2017
148,25463,806603,1,False,Has @SpotifyCares been DDOSD or something what the fuck,@806603 Hey there! Everything should be running smoothly now. Let us know if this is still happening /LP,Tue Nov 28 20:43:29 +0000 2017,Tue Nov 28 22:52:45 +0000 2017
149,19483,707889,1,False,Hey @115888 when’re you releasing the #iPhoneX version of your app?,"@707889 Hey, we’re working on it as we speak. Stay tuned! /MA",Wed Nov 15 13:32:37 +0000 2017,Wed Nov 15 13:55:24 +0000 2017
150,19496,707878,1,False,@SpotifyCares where is the israel top on the global charts?  thanks,"@707878 Hey there! We're afraid we haven't launched in Israel yet, so we're unable to put together a Top 50 for it on the Charts. Don't worry - we're launching in new countries as often as possible. We'll make sure to pass your feedback on to the relevant folks /SY",Wed Nov 15 13:52:08 +0000 2017,Wed Nov 15 14:08:14 +0000 2017
151,2954,219902,1,False,"How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.

@SpotifyCares LInk provided does not help. Want others songs to play after requesting a specific song, currently it plays the requested song and stops.

@SpotifyCares It's set up on Google Home. The app is also on my smartphone, but a rarely open it.

@SpotifyCares I have never used another device for playback, just my cluster of Google Homes and Chromecast.","@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM

@219902 Hmm, that's odd. Could you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM

@219902 Just to check, does the issue only happen when using Google Home and not any other devices? Keep us posted /JM

@219902 Got it. Send us a DM with your account's username or email address. We'll take a look under the hood /JM https://t.co/ldFdZRiNAt",Tue Oct 10 17:23:02 +0000 2017,Tue Oct 10 18:40:33 +0000 2017
152,10384,413338,1,False,"@SpotifyCares Its about time you launched spotify in India competition is growing even amazon prime music is launching next week,just saying",@413338 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RH,Thu Oct 26 03:49:36 +0000 2017,Thu Oct 26 04:06:26 +0000 2017
153,21816,769323,1,False,"Spotify should let you view song rankings at an album level. Popular section is awesome but 10 songs is not enough for artists with careers that span decades.

Like what's the best song from The Cure - Bloodflowers @115888? Tell me.","@769323 Hey Daniel, we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /NS",Mon Nov 20 22:44:21 +0000 2017,Mon Nov 20 22:51:29 +0000 2017
154,18563,679165,1,False,"@115888 Having a 'thumbs up/ thumbs down' button on #DiscoveryWeekly playlist may help you refine the weekly selection, even more, for the user. #JustAThought",@679165 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Mon Nov 13 16:12:55 +0000 2017,Mon Nov 13 17:19:25 +0000 2017
155,24056,507667,1,False,"@SpotifyCares I bought a 6 month voucher in June as gift I’d like to renew/ extend the gift subscription- can’t work out how, pls help!!",@507667 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Sat Nov 25 19:00:52 +0000 2017,Sun Nov 26 04:58:30 +0000 2017
156,13547,250589,1,False,@SpotifyCares why is it so hard to connect my phone and my computer,"@250589 Hey there! Can you let us know the devices, operating systems, and Spotify versions you're using? We'll see what we can suggest /MT",Fri Nov 03 00:34:29 +0000 2017,Fri Nov 03 02:25:11 +0000 2017
157,13506,462956,1,False,"@SpotifyCares i just wanna be able to listen to christmas music at a reasonable rate is that too much to ask

@SpotifyCares im a high school student i wish tho m8","@462956 Hey there! Check out affordable Premium options at https://t.co/xnmO341aEm and https://t.co/epR5Xjw8U3. Hope this helps /AR

@462956 1: We're afraid the student discount isn't currently available for high school students. We'd suggest adding your vote for the idea...

@462956 2: here: https://t.co/B79Dww7rFK /AR",Thu Nov 02 22:44:38 +0000 2017,Thu Nov 02 23:03:04 +0000 2017
158,4691,540295,1,False,@117153 I own premium but not getting all of the benifits that come with it. HELP,"@540295 Hey Drew, help's here! Could you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZR1cbT",Fri Oct 13 22:49:26 +0000 2017,Fri Oct 13 23:56:06 +0000 2017
159,24013,466178,1,False,@SpotifyCares please help. My username is Austinbullard22 https://t.co/UbhGY64Dub,@466178 Hey James! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /KB,Sat Nov 25 17:11:24 +0000 2017,Sun Nov 26 02:09:06 +0000 2017
160,10735,423124,1,False,@SpotifyCares i dont use my email anymore from my spotify pre account and now i cant make a new password because i forgotten it. Pls help me,@423124 Hi! We've just sent a DM your way. Let's carry on chatting there /RA,Thu Oct 26 21:49:44 +0000 2017,Thu Oct 26 22:05:16 +0000 2017
161,19847,719570,1,False,@115888 It would be great to have Tool's music in Spotify,"@719570 Hey, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /AR",Thu Nov 16 03:44:35 +0000 2017,Thu Nov 16 04:26:47 +0000 2017
162,16186,628139,1,False,"BRING BACK BTOB'S  ""COMPLETE"" AND ""I MEAN"" ALBUM, @115888 PLEASE! https://t.co/NUE7zX7u8Y","@628139 Hey, we hear you! Sometimes content gets temporarily removed due to licensing changes. Hopefully we'll have it available again soon 🙂 /TR",Wed Nov 08 17:18:56 +0000 2017,Wed Nov 08 17:39:14 +0000 2017
163,19624,711918,1,False,"@SpotifyCares I'm having trouble connecting Spotify Premium for Students with Hulu. ""We’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue."" https://t.co/9aXqsrhB4l",@711918 Hey Luke! We've sent a DM your way. We'll carry on helping you there /SJ,Wed Nov 15 18:18:44 +0000 2017,Wed Nov 15 18:40:51 +0000 2017
164,10701,422193,1,False,hey @115888 can you friggin turn down the volume on your damn commercials? -3db &gt; 0db #noisewars and don't give me that crap about premium!,"@422193 Hi there. We're sorry you feel that way. We appreciate your feedback, and we'll be sure to pass it on to our Ads team /LM",Thu Oct 26 20:17:53 +0000 2017,Thu Oct 26 20:57:13 +0000 2017
165,395,603946,1,False,WHY CANT I PLAYBACK A SONG  @115888 IM ALREADY USING A PREMIUM ACCOUNT I PAID MY DUES WHAT MORE DO YOU WANT I CANT TURN OFF THE SHUFFLE PLAY TOO,"@82094 Hi Beeby, the calvary's here! Can you DM us your account's email address or username? We'll take a look under the hood /ME https://t.co/ldFdZRiNAt",Wed Oct 04 15:21:05 +0000 2017,Wed Oct 04 15:30:13 +0000 2017
166,14746,496721,1,False,"@SpotifyCares i already email my account’s problem and thank you but your reply isn’t helping at all, i’ve been reading FAQ and no solution

@SpotifyCares Or at least you can tell me that my account is being blocked because i didn’t verification my spotify family",@496721 Got it! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,Mon Nov 06 00:32:32 +0000 2017,Mon Nov 06 00:39:58 +0000 2017
167,21603,765012,1,False,@115888 the MOS stripped album on the app is not the acoustic version of the songs????,@765012 Hi! We make content available in whatever form it’s given to us. Where possible we have both versions available. More info here: https://t.co/uKBxlsmKqi /SV,Mon Nov 20 13:00:06 +0000 2017,Mon Nov 20 14:08:10 +0000 2017
168,26980,225891,1,False,"IT'S 12 O CLOCK ONA DAH!! let's go @115888 https://t.co/4AeLsi2o3B

@SpotifyCares oh no it was there at 12 y'all did great &lt;3","@225891 @115888 Got it. We can’t make any promises but we’ll pass your feedback onto the right folks. Thanks for sharing your thoughts! /RH

@225891 Thanks for the kind words! If there's anything else, just give us a shout 🙂 /RH",Fri Dec 01 05:00:09 +0000 2017,Fri Dec 01 05:42:32 +0000 2017
169,13162,451530,1,False,"@115888 I'm trying to update my country on my account from SE to the USA and there seems to be a bug, please help!",@451530 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,Thu Nov 02 04:52:48 +0000 2017,Thu Nov 02 05:23:21 +0000 2017
170,2603,615562,1,False,"@115888 why is my credit card getting charged for you guys, yet I keep getting emails saying I haven’t 🙄🙄","@615562 Hey Emma, help's here! Could you DM us your account's username and email? We'll do some digging 🔍 /DQ https://t.co/ldFdZRiNAt",Mon Oct 09 20:44:39 +0000 2017,Mon Oct 09 23:45:52 +0000 2017
171,17208,393512,1,False,When is #reputation coming to @115888? 😭,"@393512 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /NH",Fri Nov 10 15:59:20 +0000 2017,Fri Nov 10 16:57:29 +0000 2017
172,9926,275016,1,False,@117168 why was Jersey Devil by Ducktails removed?,@275016 Hey! Licensing agreements can affect music availability. There's info about Spotify content here: https://t.co/YlV1IAXwsi /RC,Wed Oct 25 09:33:48 +0000 2017,Wed Oct 25 10:37:08 +0000 2017
173,22162,400732,1,False,@SpotifyCares I take back what I said about switching to Apple Music just want to know why my account has reverted to a free one x https://t.co/veEdr7JwpM,@400732 Hey Harry. Can you DM us your account's username and email address? We'll take a look backstage /TF,Tue Nov 21 15:55:09 +0000 2017,Tue Nov 21 16:39:48 +0000 2017
174,27519,243845,1,False,"@SpotifyCares Hello there, I'm running Spotify free at the moment. I want to avail your promo $0.99/premium by the time i need to register my account,it always pop up saying enter your valid postal code.could you please help me to fix this issue..thank you",@243845 Hey! We've just replied to your DM. We'll carry on helping out there /MU,Sat Dec 02 02:58:00 +0000 2017,Sat Dec 02 12:24:26 +0000 2017
175,1963,199523,1,False,@SpotifyCares Fun fact: Neotropic’s song La Centinela is longer than 40 seconds. https://t.co/nxan3zw0Z9 vs https://t.co/rwXqo6wZi9,"@199523 Hey, thanks for the heads-up. No worries, we'll get this reported. Great detective work! https://t.co/LpsmyUtme0 😉 /NY",Sun Oct 08 10:00:19 +0000 2017,Sun Oct 08 11:04:44 +0000 2017
176,11463,520665,1,False,"My @115888 ads are in Dutch now, but I’d recognize the ad free music option anywhere.

@SpotifyCares I am living abroad in the Netherlands for a year, so I’m assuming it’s because I’m using the internet here. Only my ads have changed.","@520665 Hey Megan, help's here! Can you give us more info about what's happening? We'll be waiting for your reply /MG

@520665 Thanks for the info. Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt",Sat Oct 28 20:43:15 +0000 2017,Sun Oct 29 12:21:57 +0000 2017
177,3821,313095,1,False,"@SpotifyCares Uh spotify, why did you just log me out then tell me my email doesn't exist when I try to reset my password?

@SpotifyCares Your support team is slower than your programming monkeys - it was fixed by the time you responded.","@313095 Hey there! That's not cool. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt

@313095 Sorry for the delay, but glad to hear it's working. Let us know if you need anything else. We'd be happy to help /PB",Thu Oct 12 15:49:14 +0000 2017,Thu Oct 12 19:01:30 +0000 2017
178,4113,316324,1,False,I wish there was a @115888 or @129941 filter so I could exclude any abusers from my otherwise lit station.,"@316324 Hey Shady, we can see how that’d be useful! You can vote for the official idea here: https://t.co/hlXvRg5Zog /TF",Thu Oct 12 23:41:57 +0000 2017,Fri Oct 13 00:00:11 +0000 2017
179,18709,682735,1,False,@SpotifyCares  is there a way to block explicit songs from random playlists. I can’t listen to these at work.,"@682735 Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /KL",Mon Nov 13 22:02:05 +0000 2017,Mon Nov 13 22:08:37 +0000 2017
180,4511,542459,1,False,@125633 hi. where can i inquire about outstanding SfA access requests? still waiting on my whole label's roster. tvym,"@542459 Hey Adam, help's here! Could you DM us the email you used to register to Spotify for Artists with? We'll reach out to the right team /T https://t.co/ldFdZRiNAt",Fri Oct 13 16:22:23 +0000 2017,Fri Oct 13 19:35:01 +0000 2017
181,9345,380213,1,False,the fact that i can't stream this on @115888 makes me very upset https://t.co/DAGKCfLUwm,"@380213 Hi! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RB",Mon Oct 23 22:25:27 +0000 2017,Mon Oct 23 23:29:28 +0000 2017
182,4656,379442,1,False,Why is not playing trivium in spotify?@115888 @41273,@379442 Hey there! What exactly is going on with your Spotify? We'll see what we can suggest /BH,Fri Oct 13 21:00:58 +0000 2017,Fri Oct 13 22:42:21 +0000 2017
183,2307,205918,1,False,"When is @115888 going to put a sleep timer in their settings? 
Because I could use that right now.",@205918 Hey Lauren! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RA,Mon Oct 09 05:35:23 +0000 2017,Mon Oct 09 05:46:37 +0000 2017
184,20140,501639,1,False,@115888 how long until you fix the “connect to Facebook” button? Been getting an error for days...,"@501639 Hey there, help's here! Could you DM us your account's email address? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",Thu Nov 16 17:17:06 +0000 2017,Thu Nov 16 17:24:54 +0000 2017
185,11332,496732,1,False,@115888 you should have frequencies of radio stations,@496732 We can see how that’d be useful! Suggest it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /JN,Sat Oct 28 11:23:22 +0000 2017,Sat Oct 28 12:11:35 +0000 2017
186,24784,793818,1,False,"@SpotifyCares whenever I’m on twitter and open a GIF, the music pauses. I’m on the iOS 11.2 public beta.

@SpotifyCares Hey hey! It unfortunately does not. It could be a bug within Twitter, Spotify or even iOS itself. It’s not a big deal, just wanted to let y’all know.","@793818 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /AL

@793818 Thanks for letting us know, we appreciate it! We’ll get this feedback passed onto the right team. If you ever need anything else, just shout and we'll come running 🏃 /AL",Mon Nov 27 15:43:27 +0000 2017,Mon Nov 27 22:37:39 +0000 2017
187,23292,141287,1,False,@115888 @117168 @SpotifyCares  my mom is being charged every month for premium service but her account doesn't have premium features. She doesn't want spotify at all and she can't figure out how to quit being charged. Any help?,@141287 Hey Briar! Can you DM us your mom's username or email address? We'll check on this for you /NH https://t.co/ldFdZRiNAt,Thu Nov 23 20:12:06 +0000 2017,Thu Nov 23 20:49:19 +0000 2017
188,21811,769324,1,False,"@117168 my music stops playing everytime I open Snapchat or get a notification! Using the newest version of Spotify on iPhone X! Help

@SpotifyCares I’m using Spotify version 8.4.28 and ios 11.1.1  thank you!","@769324 Hey there! The cavalry's here. Could you let us know the exact iOS and Spotify version you're using? We'll see what we can suggest /KB

@769324 Got it! Is this happening on 3G/4G, WiFi, or both? Does restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds make any difference? /KB",Mon Nov 20 22:34:57 +0000 2017,Mon Nov 20 22:50:50 +0000 2017
189,15864,532715,1,False,@SpotifyCares can we have a save button on the ios lockscreen widget?,"@532715 We hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/iej5KTSVRI /LO",Wed Nov 08 01:38:14 +0000 2017,Wed Nov 08 01:47:49 +0000 2017
190,19396,704738,1,False,"What does this mean @115888
🧐🧐🧐 https://t.co/ZaxIVbZ85p",@704738 Hey Daniela! The Stranger Things Mode is an easter egg feature that adds some visual effects to your app. Hope this info helps /GK,Wed Nov 15 07:38:43 +0000 2017,Wed Nov 15 07:44:21 +0000 2017
191,19324,703401,1,False,When is @115888 going to be updated for the iPhone X? It’s about time.,@703401 Hey Cibelly! We understand - we’re working on it as we speak. Stay tuned 🎶 /FR,Wed Nov 15 03:26:45 +0000 2017,Wed Nov 15 04:11:26 +0000 2017
192,10630,420033,1,False,"@115888 why…!? 🙄😭🙄 https://t.co/W3sptllBh9

@SpotifyCares Yes.

@SpotifyCares An iPhone SE and yes this is the first time I’ve seen this.

@SpotifyCares Yes! Thanks for getting back to me so fast!

@SpotifyCares I did not! Thank you so much for your help!","@420033 Hey Rachel! Just to make sure we're on the same page, were you trying to listen to the ad for 30 minutes of ad-free music? /TW

@420033 Thanks! What device were you listening on? Is this the first time you've seen this happen? /TW

@420033 Got it. Can you try logging out, restarting the app, then logging back in? Let us know how it goes /SJ

@420033 You're welcome! Do you still experience the issue after restarting the app? /SJ

@420033 You're welcome! Give us a shout if you need anything else. We're... https://t.co/fgy8YvXib9 /SJ",Thu Oct 26 16:58:54 +0000 2017,Thu Oct 26 19:25:38 +0000 2017
193,17691,662183,1,False,@SpotifyCares any plans to support iPhone X display with the app anytime soon?,"@662183 Hey Eric, great question! We’re working on it as we speak. Stay tuned, we'll be keeping everyone in the loop /TB",Sat Nov 11 16:05:32 +0000 2017,Sat Nov 11 17:43:23 +0000 2017
194,1516,300056,1,False,"@115888 When are you coming to India?? #spotifyindia @116618 @15462 ... already arrived. Standing w/open arms, come2india.",@300056 Hi Manish! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM 🙂 /NY,Sat Oct 07 03:58:21 +0000 2017,Sat Oct 07 04:26:06 +0000 2017
195,11214,439537,1,False,@SpotifyCares Is there any way you can lock the daily mixes I have right now? Cause they’re amazing #dailyfiremixes,"@439537 1: Hey! Glad to hear you're digging your Daily Mix. Although it's not possible to lock the tracks that you have right not, you can...

@439537 2: save those to a separate playlist. Let us know if you need a hand with anything else 🙂 /MG",Fri Oct 27 23:34:19 +0000 2017,Sat Oct 28 00:07:55 +0000 2017
196,4883,363423,1,False,"@115888 @123765 why doesn't it allow me to preview songs off my timeline? The song shows that its loading but nothing plays

@SpotifyCares Samsung 7 edge

@SpotifyCares No it did not

@SpotifyCares No error message, it just doesn't load... I'll send  a pic

@SpotifyCares  https://t.co/Q6FcGeawVg

@SpotifyCares It happens with every track i try to preview

@SpotifyCares And reinstalling it did nothing

@SpotifyCares For spotify or twitter?","@363423 Hey! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll see what we can suggest /CO

@363423 Thanks. Have you tried logging out &gt; restarting your device &gt; then logging back in? Does that help at all? /CO

@363423 Hmm. Are you getting any error messages? Can you send us a screenshot or a clip of what happens when you select a track to play? /CO

@363423 Got it. Does this happen with any track? It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /CO

@363423 Alright, thanks for trying that. Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt

@363423 Oops! Our apologies for the confusion. We're asking for your Spotify account details. We'll be waiting /CO https://t.co/ldFdZRiNAt",Sat Oct 14 14:02:35 +0000 2017,Sat Oct 14 19:46:49 +0000 2017
197,14489,594799,1,False,@SpotifyCares why are there random songs on my spotify account that cant be played? ive played them a bunch of times before,@594799 Hi! Are you getting an error message? Sending us your device's make/model and the versions of its OS and the app would be great too /CX,Sun Nov 05 08:20:05 +0000 2017,Sun Nov 05 09:06:55 +0000 2017
198,9875,402108,1,False,"@SpotifyCares hello when will my time capsule update/refresh ?

@SpotifyCares Is it a one time thing, or will it ever update?","@402108 Hey Will! We're afraid that Your Time Capsule doesn't update like your Discover Weekly. We hope this clears things up /CH

@402108 Yes! It's a once off playlist consisting of personalized content algorithmically created based on your previous listening history 🙂 /CH",Wed Oct 25 05:25:44 +0000 2017,Wed Oct 25 05:47:07 +0000 2017
199,25140,801263,1,False,@SpotifyCares for some reason I’ve been charged 3 times this month can you please help ?,"@801263 Hey! Don't worry, we can help. Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt",Tue Nov 28 11:25:38 +0000 2017,Tue Nov 28 14:22:35 +0000 2017
200,2491,614812,1,False,"My artist name is not showing up correctly on Spotify, how can we fix that? @SpotifyCares",@614812 Hey there! You'll need to reach out to your distributor to get this fixed up. There's some more info here: https://t.co/wljA2WvAjK /SU,Mon Oct 09 16:14:02 +0000 2017,Mon Oct 09 17:06:12 +0000 2017
201,12757,122390,1,False,@SpotifyCares my friends invited me on spotify family through email. But every time i fill the address its always said somethings went wrong,@122390 Hey Andre! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt,Wed Nov 01 09:18:32 +0000 2017,Wed Nov 01 11:00:29 +0000 2017
202,6577,429920,1,False,"@SpotifyCares Can’t play Beck’s new album and some other stuff in my library. Help?

@SpotifyCares iMac (macos 10.12.6), iPhone (iOS 11.03) Spotify (ver 8.4.22.515)

@SpotifyCares This one for sure: https://t.co/WmMIWfggAe

@SpotifyCares Can’t play this artist either: https://t.co/DwDNBnUeDQ

@SpotifyCares Sadly, it did not. Still won’t play.","@429920 Hi, help's arrived! What devices is this happening on? Also, what operating system and version of Spotify do you have? Keep us posted /JQ

@429920 Thanks. Can you send us the Album Link? Have you noticed if it's happening with certain artists/albums/songs? /AY

@429920 Got it. Try logging out &gt; restarting your devices &gt; logging back in. Does that make a difference? /AY

@429920 Hmm. Could you DM us your account's email address or username? We'll take a closer look /AY https://t.co/ldFdZRiNAt",Wed Oct 18 02:10:00 +0000 2017,Wed Oct 18 11:25:33 +0000 2017
203,9883,567430,1,False,Why isn't there @50463 The Island Kid on @115888 ): #ph1 #theislandkid #h1ghrmusic #aomg,"@567430 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /NS",Wed Oct 25 06:41:45 +0000 2017,Wed Oct 25 06:49:01 +0000 2017
204,28077,258471,1,False,"""Colors"" by @3270 why are you not on @115888 ?😕
-concerned fan","@258471 Hi Magali! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /DV",Sun Dec 03 03:56:31 +0000 2017,Sun Dec 03 15:04:30 +0000 2017
205,23520,149487,1,False,@115888 Whhhhaattt ? My library isn't unlimited ?? https://t.co/AgjVsgpfZi,@149487 Hi Michelle! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /AU,Fri Nov 24 10:14:43 +0000 2017,Fri Nov 24 14:31:24 +0000 2017
206,11676,340612,1,False,"@115888 Hi all, thought you'd like to correct your bio on @95529 from ""White"" to 'Wise'

@SpotifyCares It's nothing to do with the platform of which I'm using, you've not put the correct surname for the artist that I've tagged.","@340612 Hey there! What's happening exactly? Could you let us know the device/OS you're using? We'll see what we can suggest /DF

@340612 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /",Sun Oct 29 15:14:41 +0000 2017,Sun Oct 29 18:49:20 +0000 2017
207,19848,351734,1,False,@181186 i want to work with you guys. Is it possible? I have a degree in computer information,"@351734 Hey Nasi! For more info on job vacancies, click here: https://t.co/c1Z94oBFOl. Hope that helps. If you have questions, let us know /RA",Thu Nov 16 03:49:57 +0000 2017,Thu Nov 16 04:23:56 +0000 2017
208,23976,716272,1,False,Hey @115888 @SpotifyCares i applied for premium but why is this the only thing that's showing? I dont get it https://t.co/g6fWjhMn9G,@716272 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,Sat Nov 25 14:54:48 +0000 2017,Sat Nov 25 22:58:47 +0000 2017
